price,room_type,ratings,guests,bathrooms,property_number_of_reviews,is_superhost,num_bedrooms,num_baths,surroundings_summary
71.57,Entire home/apt,4.7,2.0,1.0,109.0,True,1.0,1.0,
261.07,Private room,4.92,2.0,1.0,12.0,False,1.0,1.0,
61.06,Private room,4.7,1.0,1.0,23.0,False,0.0,1.0,
183.57,Entire home/apt,4.9,2.0,1.0,107.0,False,1.0,1.0,
255.34,Entire home/apt,4.96,2.0,1.0,179.0,True,2.0,1.0,
405.0,Private room,4.86,6.0,2.0,210.0,True,3.0,2.0,
233.59,Private room,4.5,2.0,1.0,4.0,False,3.0,1.0,
561.23,Entire home/apt,4.76,2.0,1.0,125.0,False,1.0,1.0,
132.47,Entire home/apt,4.73,2.0,1.0,123.0,False,2.0,1.0,
152.21,Entire home/apt,5.0,1.0,1.0,2.0,False,1.0,1.0,
146.44,Entire home/apt,4.93,4.0,1.0,73.0,True,1.0,1.0,
56.6,Private room,5.0,1.0,1.0,3.0,False,3.0,1.0,
189.33,Entire home/apt,4.63,6.0,2.0,43.0,True,2.0,2.0,
259.62,Private room,4.74,6.0,1.0,199.0,False,3.0,1.0,
108.74,Entire home/apt,4.91,2.0,1.0,348.0,False,1.0,1.0,
357.0,Private room,5.0,2.0,2.0,107.0,True,2.0,2.0,
397.0,Entire home/apt,4.98,2.0,1.0,55.0,True,1.0,1.0,
1076.0,Private room,4.96,8.0,2.5,49.0,True,4.0,2.5,
107.59,Entire home/apt,5.0,2.0,1.0,1.0,True,1.0,1.0,
212.77,Entire home/apt,3.0,6.0,2.0,1.0,False,3.0,2.0,
375.0,Entire home/apt,5.0,4.0,2.0,76.0,True,2.0,2.0,
93.17,Entire home/apt,4.64,4.0,1.0,11.0,True,2.0,1.0,
642.0,Private room,4.95,2.0,2.0,19.0,True,2.0,2.0,
142.28,Entire home/apt,4.78,6.0,2.0,67.0,False,3.0,2.0,
270.08,Entire home/apt,4.99,2.0,1.0,101.0,True,1.0,1.0,
72.36,Private room,4.75,2.0,1.0,8.0,False,1.0,1.0,
345.13,Entire home/apt,5.0,5.0,2.5,1.0,False,4.0,2.5,
294.0,Private room,4.73,4.0,1.0,52.0,False,2.0,1.0,
194.7,Entire home/apt,5.0,4.0,1.0,2.0,False,2.0,1.0,
167.8,Private room,5.0,2.0,1.0,9.0,False,1.0,1.0,
105.3,Entire home/apt,4.72,2.0,1.0,47.0,False,1.0,1.0,
280.8,Private room,4.96,7.0,2.0,26.0,False,3.0,2.0,
181.5,Entire home/apt,4.74,2.0,1.0,89.0,False,1.0,1.0,
309.73,Entire home/apt,5.0,6.0,2.0,15.0,False,3.0,2.0,
217.0,Entire home/apt,4.96,2.0,1.0,23.0,True,1.0,1.0,
288.0,Private room,4.43,2.0,1.0,7.0,False,2.0,1.0,
